,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
4468,Beto O'Rourke,,"And we have a responsibility to be fearless in the face of this president's criminality and his lawlessness. The fact that as a candidate for the highest office in the land, he invited the participation, the invasion of a foreign power in our democracy. As president, he lied to investigators, obstructed justice, fired James Comey, head of the FBI, tried to fire Mueller, head of the investigation, then invited President Zelensky to involve himself in our politics, as well as China, in exchange for favorable trade terms in an upcoming trade deal.",Candidate,male,4,1,61,Zelensky;Mueller;James Comey;,FBI;,China;,,,,-0.125
4470,Beto O'Rourke,,"If we do not hold him to account, if there is not justice, not only have we failed this moment, our Constitution and our country, but we have failed everyone who has sacrificed and laid their lives down on the line.",Candidate,male,4,1,63,,,,,Constitution;,,-0.2888888888888889
4472,Beto O'Rourke,,And we cannot do that.,Candidate,male,4,1,65,,,,,,,0.0
4475,Joe Biden,,"Look, my son did nothing wrong. I did nothing wrong. I carried out the policy of the United States government in rooting out corruption in Ukraine. And that's what we should be focusing on.",Candidate,male,4,1,68,,,Ukraine;United States;,,,,-0.5
4476,Joe Biden,,And what I wanted to make a point about - and my son's statement speaks for itself. He spoke about it today. My son's statement speaks for itself. What I think is important is we focus on why it's so important to remove this man from office.,Candidate,male,4,1,69,,,,,,,0.4
4477,Joe Biden,,"On the - look, the fact that George Washington worried on the first time he spoke after being elected president that what we had to worry about is foreign interference in our elections, it was the greatest threat to America. This president on three occasions - three occasions - has invited foreign governments and heads of government to get engaged in trying to alter our elections. The fact is that it is outrageous.",Candidate,male,4,1,70,George Washington;,,America;,,,,0.0
4478,Joe Biden,,"Rudy Giuliani, the president, and his thugs have already proven that they, in fact, are flat lying. What we have to do now is focus on Donald Trump. He doesn't want me to be the candidate. He's going after me because he knows, if I get the nomination, I will beat him like a drum.",Candidate,male,4,1,71,Donald Trump;Rudy Giuliani;,,,,,,-0.025
4481,Joe Biden,,"Look, my son's statement speaks for itself. I did my job. I never discussed a single thing with my son about anything having do with Ukraine. No one has indicated I have. We've always kept everything separate. Even when my son was the attorney general of the state of Delaware, we never discussed anything, so there would be no potential conflict.",Candidate,male,4,1,74,,,Delaware;Ukraine;,,,,-0.007142857142857136
4482,Joe Biden,,My son made a judgment. I'm proud of the judgement he made. I'm proud of what he had to say. And let's focus on this. The fact of the matter is that this is about Trump's corruption. That's what we should be focusing on.,Candidate,male,4,1,75,,Trump;,,,,,0.8
4484,Bernie Sanders,,"Let me make a point. I think that it is absolutely imperative we go forward with impeachment. I hope that he is impeached. But I think what would be a disaster, if the American people believe that all we were doing is taking on Trump and we're forgetting that 87 million Americans are uninsured or underinsured. We're forgetting about the existential threat of climate change. We are forgetting about the fact that half of our people are living paycheck to paycheck. So what we have got to do is end this corruption, set a precedent for future history that says presidents like this cannot behave this way.",Candidate,male,4,1,77,Trump;,,,Americans;American;,,,0.008333333333333338
4485,Bernie Sanders,,But we cannot and must not turn our backs on the pain of the working class of this country.,Candidate,male,4,1,78,,,,,,,0.0
4497,Elizabeth Warren,,"So I have made clear what my principles are here, and that is costs will go up for the wealthy and for big corporations, and for hard-working middle-class families, costs will go down. You know, the way I see this is, I have been out all around this country. I've done 140 town halls now, been to 27 states and Puerto Rico. Shoot, I've done 70,000 selfies, which must be the new measure of democracy.",Candidate,female,4,1,90,,,Puerto Rico;,,,,0.11616161616161616
4498,Elizabeth Warren,,"And this gives people a chance to come up and talk to me directly. So I have talked with the family, the mom and dad whose daughter's been diagnosed with cancer. I have talked to the young woman whose mother has just been diagnosed with diabetes. I've talked to the young man who has MS.",Candidate,female,4,1,91,,,,,,,0.10000000000000002
4499,Elizabeth Warren,,"And here's the thing about all of them. They all had great health insurance right at the beginning. But then they found out when they really needed it, when the costs went up, that the insurance company pulled the rug out from underneath them and they were left with nothing.",Candidate,female,4,1,92,,,,,,,0.32142857142857145
4500,Elizabeth Warren,,"Look, the way I see this, it is hard enough to get a diagnosis that your child has cancer, to think about the changes in your family if your mom has diabetes, or what it means for your life going forward if you've been diagnosed with MS. But what you shouldn't have to worry about is how you're going to pay for your health care after that.",Candidate,female,4,1,93,,,,,,,-0.14583333333333334
4502,Elizabeth Warren,,"So the way I see this, it is about what kinds of costs middle-class families are going to face. So let me be clear on this. Costs will go up for the wealthy. They will go up for big corporations. And for middle-class families, they will go down. I will not sign a bill into law that does not lower costs for middle-class families.",Candidate,female,4,1,95,,,,,,,0.1111111111111111
4504,Pete Buttigieg,,"Well, we heard it tonight, a yes or no question that didn't get a yes or no answer. Look, this is why people here in the Midwest are so frustrated with Washington in general and Capitol Hill in particular. Your signature, Senator, is to have a plan for everything. Except this.",Candidate,male,4,1,97,,Capitol Hill;,Washington;,,,Midwest;,-0.1611111111111111
4505,Pete Buttigieg,,"No plan has been laid out to explain how a multi-trillion-dollar hole in this Medicare for all plan that Senator Warren is putting forward is supposed to get filled in. And the thing is, we really can deliver health care for every American and move forward with the boldest, biggest transformation since the inception of Medicare itself.",Candidate,male,4,1,98,Warren;,Medicare;Medicare;,,American;,,,0.20000000000000004
4506,Pete Buttigieg,,"But the way to do it without a giant multi-trillion-dollar hole and without having to avoid a yes-or-no question is Medicare for all who want it. We take a version of Medicare. We let you access it if you want to. And if you prefer to stay on your private plan, you can do that, too. That is what most Americans want, Medicare for all who want it, trusting you to make the right decision for your health care and for your family. And it can be delivered without an increase on the middle-class taxes.",Candidate,male,4,1,99,,Medicare;Medicare;Medicare;,,Americans;,,,0.19642857142857142
4508,Elizabeth Warren,,"So, let's be clear. Whenever someone hears the term Medicare for all who want it, understand what that really means. It's Medicare for all who can afford it. And that's the problem we've got.",Candidate,female,4,1,101,,Medicare;Medicare;,,,,,0.15000000000000002
4509,Elizabeth Warren,,"Medicare for all is the gold standard. It is the way we get health care coverage for every single American, including the family whose child has been diagnosed with cancer, including the person who's just gotten an MS diagnosis. That's how we make sure that everyone gets health care.",Candidate,female,4,1,102,,Medicare;,,American;,,,0.10714285714285715
